epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.2955,0.17955,0.85888,0.89022,0.97635,0.98722,0.99467,0.99467,0.21806,0.45644,0.46168,0.000554754,0.000554754,0.000554754
