epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.2132,0.17955,0.85888,0.89022,0.97635,0.98722,0.99467,0.99467,0.21806,0.45644,0.46168,0.000554754,0.000554754,0.000554754
2,125.446,0.11402,0.34272,0.86039,0.99594,0.99836,0.99498,0.99498,0.15611,0.27557,0.41149,0.000560763,0.000560763,0.000560763
